ID,mes,cuit,provincia,destino,monto,tipo,cuitl,juris,provins
544,02/2020,33-54625963-9,JN,JN,4540000.0,Comp. Gasoil,33546259639,CARAPACHAY,BUENOS AIRES
545,02/2020,33-54625963-9,JN,JN,136000.0,Comp. Gasoil,33546259639,CARAPACHAY,BUENOS AIRES
546,02/2020,33-54626188-9,JN,JN,4750000.0,Comp. Gasoil,33546261889,REMEDIOS DE ESCALADA,BUENOS AIRES
547,02/2020,33-54633982-9,JN,JN,3470000.0,Comp. Gasoil,33546339829,,CIUDAD AUTONOMA BUENOS AIRES
548,02/2020,33-54633982-9,JN,JN,8780000.0,Comp. Gasoil,33546339829,,CIUDAD AUTONOMA BUENOS AIRES
549,02/2020,33-54635568-9,JN,JN,670000.0,Comp. Gasoil,33546355689,,CIUDAD AUTONOMA BUENOS AIRES
550,02/2020,33-54635568-9,JN,JN,1330000.0,Comp. Gasoil,33546355689,,CIUDAD AUTONOMA BUENOS AIRES
551,02/2020,33-54661071-9,JN,JN,2110000.0,Comp. Gasoil,33546610719,BURZACO,BUENOS AIRES
552,02/2020,33-54661071-9,JN,JN,3330000.0,Comp. Gasoil,33546610719,BURZACO,BUENOS AIRES
553,02/2020,33-70223426-9,JN,JN,1930000.0,Comp. Gasoil,33702234269,,CIUDAD AUTONOMA BUENOS AIRES
716,01/2020,30-52276217-9,JN,JN,12350000.0,Comp. Gasoil,30522762179,BERAZATEGUI,BUENOS AIRES
717,01/2020,30-54563704-5,JN,JN,2740000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
718,01/2020,30-54563704-5,JN,JN,1500000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
719,01/2020,30-54563704-5,JN,JN,5340000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
720,01/2020,30-54563704-5,JN,JN,2760000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
721,01/2020,30-54577585-5,JN,JN,2080000.0,Comp. Gasoil,30545775855,,CIUDAD AUTONOMA BUENOS AIRES
722,01/2020,30-54577585-5,JN,JN,3550000.0,Comp. Gasoil,30545775855,,CIUDAD AUTONOMA BUENOS AIRES
723,01/2020,30-54622346-5,JN,JN,9480000.0,Comp. Gasoil,30546223465,JOSE CLEMENTE PAZ,BUENOS AIRES
724,01/2020,30-54622391-0,JN,JN,5830000.0,Comp. Gasoil,30546223910,BERAZATEGUI,BUENOS AIRES
725,01/2020,30-54622438-0,JN,JN,2220000.0,Comp. Gasoil,30546224380,SAN JUSTO,BUENOS AIRES
726,01/2020,30-54622438-0,JN,JN,2490000.0,Comp. Gasoil,30546224380,SAN JUSTO,BUENOS AIRES
727,01/2020,30-54622575-1,JN,JN,2460000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
728,01/2020,30-54622575-1,JN,JN,3050000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
729,01/2020,30-54622575-1,JN,JN,2534000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
730,01/2020,30-54622575-1,JN,JN,2140000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
731,01/2020,30-54622810-6,JN,JN,2110000.0,Comp. Gasoil,30546228106,,CIUDAD AUTONOMA BUENOS AIRES
732,01/2020,30-54622810-6,JN,JN,2470000.0,Comp. Gasoil,30546228106,,CIUDAD AUTONOMA BUENOS AIRES
733,01/2020,30-54622827-0,JN,JN,3570000.0,Comp. Gasoil,30546228270,REMEDIOS DE ESCALADA,BUENOS AIRES
734,01/2020,30-54622827-0,JN,JN,590000.0,Comp. Gasoil,30546228270,REMEDIOS DE ESCALADA,BUENOS AIRES
735,01/2020,30-54622896-3,JN,JN,4360000.0,Comp. Gasoil,30546228963,MORON,BUENOS AIRES
736,01/2020,30-54622919-6,JN,JN,3010000.0,Comp. Gasoil,30546229196,,CIUDAD AUTONOMA BUENOS AIRES
737,01/2020,30-54622964-1,JN,JN,1540000.0,Comp. Gasoil,30546229641,GREGORIO DE LAFERRERE,BUENOS AIRES
738,01/2020,30-54622964-1,JN,JN,8160000.0,Comp. Gasoil,30546229641,GREGORIO DE LAFERRERE,BUENOS AIRES
739,01/2020,30-54623417-3,JN,JN,1480000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
740,01/2020,30-54623417-3,JN,JN,4150000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
741,01/2020,30-54623417-3,JN,JN,4790000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
742,01/2020,30-54624694-5,JN,JN,1170000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
743,01/2020,30-54624694-5,JN,JN,1090000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
744,01/2020,30-54624694-5,JN,JN,1560000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
745,01/2020,30-54624694-5,JN,JN,1078000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
746,01/2020,30-54624700-3,JN,JN,12810000.0,Comp. Gasoil,30546247003,,CIUDAD AUTONOMA BUENOS AIRES
747,01/2020,30-54624724-0,JN,JN,2940000.0,Comp. Gasoil,30546247240,VILLA MARTELLI,BUENOS AIRES
748,01/2020,30-54625048-9,JN,JN,2000000.0,Comp. Gasoil,30546250489,TAPIALES,BUENOS AIRES
749,01/2020,30-54625055-1,JN,JN,8180000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
750,01/2020,30-54625055-1,JN,JN,1960000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
751,01/2020,30-54625055-1,JN,JN,2500000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
752,01/2020,30-54625079-9,JN,JN,11110000.0,Comp. Gasoil,30546250799,,CIUDAD AUTONOMA BUENOS AIRES
753,01/2020,30-54625321-6,JN,JN,4540000.0,Comp. Gasoil,30546253216,QUILMES,BUENOS AIRES
754,01/2020,30-54625352-6,JN,JN,8450000.0,Comp. Gasoil,30546253526,GONZALEZ CATAN,BUENOS AIRES
755,01/2020,30-54625437-9,JN,JN,3090000.0,Comp. Gasoil,30546254379,,CIUDAD AUTONOMA BUENOS AIRES
756,01/2020,30-54626010-7,JN,JN,2320000.0,Comp. Gasoil,30546260107,CASEROS,BUENOS AIRES
757,01/2020,30-54632033-9,JN,JN,3480000.0,Comp. Gasoil,30546320339,,CIUDAD AUTONOMA BUENOS AIRES
758,01/2020,30-54632118-1,JN,JN,4960000.0,Comp. Gasoil,30546321181,DON ORIONE,BUENOS AIRES
759,01/2020,30-54632965-4,JN,JN,6290000.0,Comp. Gasoil,30546329654,VALENTIN ALSINA,BUENOS AIRES
760,01/2020,30-54633333-3,JN,JN,5720000.0,Comp. Gasoil,30546333333,,CIUDAD AUTONOMA BUENOS AIRES
761,01/2020,30-54633708-8,JN,JN,3410000.0,Comp. Gasoil,30546337088,,CIUDAD AUTONOMA BUENOS AIRES
762,01/2020,30-54633715-0,JN,JN,3090000.0,Comp. Gasoil,30546337150,,CIUDAD AUTONOMA BUENOS AIRES
763,01/2020,30-54633739-8,JN,JN,4720000.0,Comp. Gasoil,30546337398,,CIUDAD AUTONOMA BUENOS AIRES
764,01/2020,30-54633937-4,JN,JN,2456000.0,Comp. Gasoil,30546339374,,CIUDAD AUTONOMA BUENOS AIRES
765,01/2020,30-54633975-7,JN,JN,2980000.0,Comp. Gasoil,30546339757,MUNRO,BUENOS AIRES
766,01/2020,30-54634060-7,JN,JN,2410000.0,Comp. Gasoil,30546340607,BOULOGNE,BUENOS AIRES
767,01/2020,30-54634060-7,JN,JN,1090000.0,Comp. Gasoil,30546340607,BOULOGNE,BUENOS AIRES
768,01/2020,30-54634107-7,JN,JN,4050000.0,Comp. Gasoil,30546341077,WILDE,BUENOS AIRES
769,01/2020,30-54634121-2,JN,JN,3990000.0,Comp. Gasoil,30546341212,MUNRO,BUENOS AIRES
770,01/2020,30-54634305-3,JN,JN,3860000.0,Comp. Gasoil,30546343053,TABLADA,BUENOS AIRES
771,01/2020,30-54634312-6,JN,JN,4560000.0,Comp. Gasoil,30546343126,9 DE ABRIL,BUENOS AIRES
772,01/2020,30-54634404-1,JN,JN,4008000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
773,01/2020,30-54634404-1,JN,JN,1970000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
774,01/2020,30-54634404-1,JN,JN,4818000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
775,01/2020,30-54634404-1,JN,JN,3790000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
776,01/2020,30-54634671-0,JN,JN,1824000.0,Comp. Gasoil,30546346710,REMEDIOS DE ESCALADA,BUENOS AIRES
777,01/2020,30-54635094-7,JN,JN,1770000.0,Comp. Gasoil,30546350947,LOMA HERMOSA,BUENOS AIRES
778,01/2020,30-54635094-7,JN,JN,1210000.0,Comp. Gasoil,30546350947,LOMA HERMOSA,BUENOS AIRES
779,01/2020,30-54635216-8,JN,JN,548000.0,Comp. Gasoil,30546352168,PARANA,ENTRE RIOS
780,01/2020,30-54636615-0,JN,JN,3840000.0,Comp. Gasoil,30546366150,REMEDIOS DE ESCALADA,BUENOS AIRES
781,01/2020,30-54636646-0,JN,JN,4080000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
782,01/2020,30-54636646-0,JN,JN,2408000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
783,01/2020,30-54636646-0,JN,JN,1960000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
784,01/2020,30-54636783-1,JN,JN,1370000.0,Comp. Gasoil,30546367831,EL PALOMAR,BUENOS AIRES
785,01/2020,30-54640458-3,JN,JN,870000.0,Comp. Gasoil,30546404583,RESISTENCIA,CHACO
786,01/2020,30-54650008-6,JN,JN,8180000.0,Comp. Gasoil,30546500086,,CIUDAD AUTONOMA BUENOS AIRES
787,01/2020,30-54650008-6,JN,JN,4490000.0,Comp. Gasoil,30546500086,,CIUDAD AUTONOMA BUENOS AIRES
788,01/2020,30-54657290-7,JN,JN,2260000.0,Comp. Gasoil,30546572907,,CIUDAD AUTONOMA BUENOS AIRES
789,01/2020,30-54660726-3,JN,JN,810000.0,Comp. Gasoil,30546607263,PARANA,ENTRE RIOS
790,01/2020,30-54660863-4,JN,JN,2540000.0,Comp. Gasoil,30546608634,LOMAS DEL MIRADOR,BUENOS AIRES
791,01/2020,30-54669877-3,JN,JN,4380000.0,Comp. Gasoil,30546698773,FLORENCIO VARELA,BUENOS AIRES
792,01/2020,30-54684423-0,JN,JN,5580000.0,Comp. Gasoil,30546844230,,CIUDAD AUTONOMA BUENOS AIRES
793,01/2020,30-55665485-5,JN,JN,5040000.0,Comp. Gasoil,30556654855,,CIUDAD AUTONOMA BUENOS AIRES
794,01/2020,30-56394131-2,JN,JN,2730000.0,Comp. Gasoil,30563941312,CIPOLLETTI,RIO NEGRO
795,01/2020,30-56835256-0,JN,JN,2920000.0,Comp. Gasoil,30568352560,LANUS,BUENOS AIRES
796,01/2020,30-57153764-4,JN,JN,0.0,Comp. Gasoil,30571537644,INGENIERO MASCHWITZ,BUENOS AIRES
797,01/2020,30-57153764-4,JN,JN,12900000.0,Comp. Gasoil,30571537644,INGENIERO MASCHWITZ,BUENOS AIRES
798,01/2020,30-57189536-2,JN,JN,2150000.0,Comp. Gasoil,30571895362,QUILMES,BUENOS AIRES
799,01/2020,30-57196699-5,JN,JN,2630000.0,Comp. Gasoil,30571966995,LANUS,BUENOS AIRES
800,01/2020,30-57196927-7,JN,JN,1680000.0,Comp. Gasoil,30571969277,MORON,BUENOS AIRES
801,01/2020,30-59033015-5,JN,JN,146000.0,Comp. Gasoil,30590330155,VIEDMA,RIO NEGRO
802,01/2020,30-62548832-6,JN,JN,4280000.0,Comp. Gasoil,30625488326,,CIUDAD AUTONOMA BUENOS AIRES
803,01/2020,30-62554374-2,JN,JN,830000.0,Comp. Gasoil,30625543742,CIPOLLETTI,RIO NEGRO
804,01/2020,30-65080001-6,JN,JN,1980000.0,Comp. Gasoil,30650800016,GUERNICA,BUENOS AIRES
805,01/2020,30-68784108-1,JN,JN,102000.0,Comp. Gasoil,30687841081,APOSTOLES,MISIONES
806,01/2020,30-69638589-7,JN,JN,10620000.0,Comp. Gasoil,30696385897,QUILMES OESTE,BUENOS AIRES
807,01/2020,30-69967283-8,JN,JN,2240000.0,Comp. Gasoil,30699672838,SAN JUSTO,BUENOS AIRES
808,01/2020,30-70087642-6,JN,JN,2450000.0,Comp. Gasoil,30700876426,,CIUDAD AUTONOMA BUENOS AIRES
809,01/2020,30-70087642-6,JN,JN,4270000.0,Comp. Gasoil,30700876426,,CIUDAD AUTONOMA BUENOS AIRES
810,01/2020,30-70228513-1,JN,JN,2042000.0,Comp. Gasoil,30702285131,,CIUDAD AUTONOMA BUENOS AIRES
811,01/2020,30-70395396-0,JN,JN,5680000.0,Comp. Gasoil,30703953960,GREGORIO DE LAFERRERE,BUENOS AIRES
812,01/2020,30-70395396-0,JN,JN,1020000.0,Comp. Gasoil,30703953960,GREGORIO DE LAFERRERE,BUENOS AIRES
813,01/2020,30-70554911-3,JN,JN,1930000.0,Comp. Gasoil,30705549113,GREGORIO DE LAFERRERE,BUENOS AIRES
814,01/2020,30-70778883-2,JN,JN,2330000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
815,01/2020,30-70778883-2,JN,JN,1810000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
816,01/2020,30-70778883-2,JN,JN,1050000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
817,01/2020,30-70778883-2,JN,JN,2090000.0,Comp. Gasoil,30707788832,CORRIENTES,CORRIENTES
818,01/2020,30-70818819-7,JN,JN,1340000.0,Comp. Gasoil,30708188197,GREGORIO DE LAFERRERE,BUENOS AIRES
819,01/2020,30-70986829-9,JN,JN,1990000.0,Comp. Gasoil,30709868299,,CIUDAD AUTONOMA BUENOS AIRES
820,01/2020,33-54568440-9,JN,JN,3250000.0,Comp. Gasoil,33545684409,MORON,BUENOS AIRES
821,01/2020,33-54625963-9,JN,JN,148000.0,Comp. Gasoil,33546259639,CARAPACHAY,BUENOS AIRES
822,01/2020,33-54625963-9,JN,JN,4510000.0,Comp. Gasoil,33546259639,CARAPACHAY,BUENOS AIRES
823,01/2020,33-54625963-9,JN,JN,2700000.0,Comp. Gasoil,33546259639,CARAPACHAY,BUENOS AIRES
824,01/2020,33-54626188-9,JN,JN,4770000.0,Comp. Gasoil,33546261889,REMEDIOS DE ESCALADA,BUENOS AIRES
825,01/2020,33-54633982-9,JN,JN,4050000.0,Comp. Gasoil,33546339829,,CIUDAD AUTONOMA BUENOS AIRES
826,01/2020,33-54633982-9,JN,JN,10370000.0,Comp. Gasoil,33546339829,,CIUDAD AUTONOMA BUENOS AIRES
827,01/2020,33-54635568-9,JN,JN,1010000.0,Comp. Gasoil,33546355689,,CIUDAD AUTONOMA BUENOS AIRES
828,01/2020,33-54635568-9,JN,JN,2240000.0,Comp. Gasoil,33546355689,,CIUDAD AUTONOMA BUENOS AIRES
829,01/2020,33-54661071-9,JN,JN,2450000.0,Comp. Gasoil,33546610719,BURZACO,BUENOS AIRES
830,01/2020,33-54661071-9,JN,JN,4610000.0,Comp. Gasoil,33546610719,BURZACO,BUENOS AIRES
831,01/2020,33-70223426-9,JN,JN,2210000.0,Comp. Gasoil,33702234269,,CIUDAD AUTONOMA BUENOS AIRES
994,12/2019,30-52276217-9,JN,JN,14750000.0,Comp. Gasoil,30522762179,BERAZATEGUI,BUENOS AIRES
995,12/2019,30-54563704-5,JN,JN,3490000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
996,12/2019,30-54563704-5,JN,JN,3420000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
997,12/2019,30-54563704-5,JN,JN,6410000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
998,12/2019,30-54563704-5,JN,JN,1740000.0,Comp. Gasoil,30545637045,,CIUDAD AUTONOMA BUENOS AIRES
999,12/2019,30-54577585-5,JN,JN,4560000.0,Comp. Gasoil,30545775855,,CIUDAD AUTONOMA BUENOS AIRES
1000,12/2019,30-54577585-5,JN,JN,2480000.0,Comp. Gasoil,30545775855,,CIUDAD AUTONOMA BUENOS AIRES
1001,12/2019,30-54622346-5,JN,JN,9720000.0,Comp. Gasoil,30546223465,JOSE CLEMENTE PAZ,BUENOS AIRES
1002,12/2019,30-54622391-0,JN,JN,7150000.0,Comp. Gasoil,30546223910,BERAZATEGUI,BUENOS AIRES
1003,12/2019,30-54622438-0,JN,JN,2710000.0,Comp. Gasoil,30546224380,SAN JUSTO,BUENOS AIRES
1004,12/2019,30-54622438-0,JN,JN,3060000.0,Comp. Gasoil,30546224380,SAN JUSTO,BUENOS AIRES
1005,12/2019,30-54622575-1,JN,JN,2580000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1006,12/2019,30-54622575-1,JN,JN,3580000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1007,12/2019,30-54622575-1,JN,JN,3010000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1008,12/2019,30-54622575-1,JN,JN,2980000.0,Comp. Gasoil,30546225751,,CIUDAD AUTONOMA BUENOS AIRES
1009,12/2019,30-54622810-6,JN,JN,2620000.0,Comp. Gasoil,30546228106,,CIUDAD AUTONOMA BUENOS AIRES
1010,12/2019,30-54622810-6,JN,JN,2990000.0,Comp. Gasoil,30546228106,,CIUDAD AUTONOMA BUENOS AIRES
1011,12/2019,30-54622827-0,JN,JN,4490000.0,Comp. Gasoil,30546228270,REMEDIOS DE ESCALADA,BUENOS AIRES
1012,12/2019,30-54622827-0,JN,JN,720000.0,Comp. Gasoil,30546228270,REMEDIOS DE ESCALADA,BUENOS AIRES
1013,12/2019,30-54622896-3,JN,JN,4360000.0,Comp. Gasoil,30546228963,MORON,BUENOS AIRES
1014,12/2019,30-54622919-6,JN,JN,3470000.0,Comp. Gasoil,30546229196,,CIUDAD AUTONOMA BUENOS AIRES
1015,12/2019,30-54622964-1,JN,JN,1850000.0,Comp. Gasoil,30546229641,GREGORIO DE LAFERRERE,BUENOS AIRES
1016,12/2019,30-54622964-1,JN,JN,9850000.0,Comp. Gasoil,30546229641,GREGORIO DE LAFERRERE,BUENOS AIRES
1017,12/2019,30-54623417-3,JN,JN,5100000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
1018,12/2019,30-54623417-3,JN,JN,1480000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
1019,12/2019,30-54623417-3,JN,JN,5160000.0,Comp. Gasoil,30546234173,EL PALOMAR,BUENOS AIRES
1020,12/2019,30-54624694-5,JN,JN,1340000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1021,12/2019,30-54624694-5,JN,JN,1950000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1022,12/2019,30-54624694-5,JN,JN,1340000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1023,12/2019,30-54624694-5,JN,JN,1450000.0,Comp. Gasoil,30546246945,VALENTIN ALSINA,BUENOS AIRES
1024,12/2019,30-54624700-3,JN,JN,14040000.0,Comp. Gasoil,30546247003,,CIUDAD AUTONOMA BUENOS AIRES
1025,12/2019,30-54624724-0,JN,JN,3530000.0,Comp. Gasoil,30546247240,VILLA MARTELLI,BUENOS AIRES
1026,12/2019,30-54625048-9,JN,JN,2420000.0,Comp. Gasoil,30546250489,TAPIALES,BUENOS AIRES
1027,12/2019,30-54625055-1,JN,JN,2480000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
1028,12/2019,30-54625055-1,JN,JN,3140000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
1029,12/2019,30-54625055-1,JN,JN,9680000.0,Comp. Gasoil,30546250551,,CIUDAD AUTONOMA BUENOS AIRES
1030,12/2019,30-54625079-9,JN,JN,11600000.0,Comp. Gasoil,30546250799,,CIUDAD AUTONOMA BUENOS AIRES
1031,12/2019,30-54625321-6,JN,JN,5420000.0,Comp. Gasoil,30546253216,QUILMES,BUENOS AIRES
1032,12/2019,30-54625352-6,JN,JN,10280000.0,Comp. Gasoil,30546253526,GONZALEZ CATAN,BUENOS AIRES
1033,12/2019,30-54625437-9,JN,JN,3670000.0,Comp. Gasoil,30546254379,,CIUDAD AUTONOMA BUENOS AIRES
1034,12/2019,30-54626010-7,JN,JN,2360000.0,Comp. Gasoil,30546260107,CASEROS,BUENOS AIRES
1035,12/2019,30-54632033-9,JN,JN,4350000.0,Comp. Gasoil,30546320339,,CIUDAD AUTONOMA BUENOS AIRES
1036,12/2019,30-54632118-1,JN,JN,5850000.0,Comp. Gasoil,30546321181,DON ORIONE,BUENOS AIRES
1037,12/2019,30-54632965-4,JN,JN,7610000.0,Comp. Gasoil,30546329654,VALENTIN ALSINA,BUENOS AIRES
1038,12/2019,30-54633333-3,JN,JN,6010000.0,Comp. Gasoil,30546333333,,CIUDAD AUTONOMA BUENOS AIRES
1039,12/2019,30-54633708-8,JN,JN,4330000.0,Comp. Gasoil,30546337088,,CIUDAD AUTONOMA BUENOS AIRES
1040,12/2019,30-54633715-0,JN,JN,3700000.0,Comp. Gasoil,30546337150,,CIUDAD AUTONOMA BUENOS AIRES
1041,12/2019,30-54633739-8,JN,JN,5460000.0,Comp. Gasoil,30546337398,,CIUDAD AUTONOMA BUENOS AIRES
1042,12/2019,30-54633937-4,JN,JN,3038000.0,Comp. Gasoil,30546339374,,CIUDAD AUTONOMA BUENOS AIRES
1043,12/2019,30-54633975-7,JN,JN,3240000.0,Comp. Gasoil,30546339757,MUNRO,BUENOS AIRES
1044,12/2019,30-54634060-7,JN,JN,3000000.0,Comp. Gasoil,30546340607,BOULOGNE,BUENOS AIRES
1045,12/2019,30-54634060-7,JN,JN,1310000.0,Comp. Gasoil,30546340607,BOULOGNE,BUENOS AIRES
1046,12/2019,30-54634107-7,JN,JN,4300000.0,Comp. Gasoil,30546341077,WILDE,BUENOS AIRES
1047,12/2019,30-54634121-2,JN,JN,4920000.0,Comp. Gasoil,30546341212,MUNRO,BUENOS AIRES
1048,12/2019,30-54634305-3,JN,JN,4730000.0,Comp. Gasoil,30546343053,TABLADA,BUENOS AIRES
1049,12/2019,30-54634312-6,JN,JN,5400000.0,Comp. Gasoil,30546343126,9 DE ABRIL,BUENOS AIRES
1050,12/2019,30-54634404-1,JN,JN,4230000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1051,12/2019,30-54634404-1,JN,JN,5334000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1052,12/2019,30-54634404-1,JN,JN,4756000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1053,12/2019,30-54634404-1,JN,JN,2430000.0,Comp. Gasoil,30546344041,,CIUDAD AUTONOMA BUENOS AIRES
1054,12/2019,30-54634671-0,JN,JN,2222000.0,Comp. Gasoil,30546346710,REMEDIOS DE ESCALADA,BUENOS AIRES
1055,12/2019,30-54635094-7,JN,JN,1430000.0,Comp. Gasoil,30546350947,LOMA HERMOSA,BUENOS AIRES
1056,12/2019,30-54635094-7,JN,JN,2120000.0,Comp. Gasoil,30546350947,LOMA HERMOSA,BUENOS AIRES
1057,12/2019,30-54635216-8,JN,JN,614000.0,Comp. Gasoil,30546352168,PARANA,ENTRE RIOS
1058,12/2019,30-54636615-0,JN,JN,4680000.0,Comp. Gasoil,30546366150,REMEDIOS DE ESCALADA,BUENOS AIRES
1059,12/2019,30-54636646-0,JN,JN,4450000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
1060,12/2019,30-54636646-0,JN,JN,3060000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
1061,12/2019,30-54636646-0,JN,JN,2380000.0,Comp. Gasoil,30546366460,,CIUDAD AUTONOMA BUENOS AIRES
1062,12/2019,30-54636783-1,JN,JN,1570000.0,Comp. Gasoil,30546367831,EL PALOMAR,BUENOS AIRES
1063,12/2019,30-54640458-3,JN,JN,870000.0,Comp. Gasoil,30546404583,RESISTENCIA,CHACO
1064,12/2019,30-54650008-6,JN,JN,5610000.0,Comp. Gasoil,30546500086,,CIUDAD AUTONOMA BUENOS AIRES
1065,12/2019,30-54650008-6,JN,JN,9960000.0,Comp. Gasoil,30546500086,,CIUDAD AUTONOMA BUENOS AIRES
1066,12/2019,30-54657290-7,JN,JN,2670000.0,Comp. Gasoil,30546572907,,CIUDAD AUTONOMA BUENOS AIRES
1067,12/2019,30-54660726-3,JN,JN,820000.0,Comp. Gasoil,30546607263,PARANA,ENTRE RIOS
1068,12/2019,30-54660863-4,JN,JN,3080000.0,Comp. Gasoil,30546608634,LOMAS DEL MIRADOR,BUENOS AIRES
1069,12/2019,30-54669877-3,JN,JN,5540000.0,Comp. Gasoil,30546698773,FLORENCIO VARELA,BUENOS AIRES
1070,12/2019,30-54684423-0,JN,JN,6850000.0,Comp. Gasoil,30546844230,,CIUDAD AUTONOMA BUENOS AIRES
1071,12/2019,30-55665485-5,JN,JN,4850000.0,Comp. Gasoil,30556654855,,CIUDAD AUTONOMA BUENOS AIRES
1072,12/2019,30-56394131-2,JN,JN,2730000.0,Comp. Gasoil,30563941312,CIPOLLETTI,RIO NEGRO
1073,12/2019,30-56835256-0,JN,JN,3650000.0,Comp. Gasoil,30568352560,LANUS,BUENOS AIRES
1074,12/2019,30-57153764-4,JN,JN,0.0,Comp. Gasoil,30571537644,INGENIERO MASCHWITZ,BUENOS AIRES
1075,12/2019,30-57153764-4,JN,JN,18740000.0,Comp. Gasoil,30571537644,INGENIERO MASCHWITZ,BUENOS AIRES
1076,12/2019,30-57189536-2,JN,JN,2580000.0,Comp. Gasoil,30571895362,QUILMES,BUENOS AIRES
1077,12/2019,30-57196699-5,JN,JN,3270000.0,Comp. Gasoil,30571966995,LANUS,BUENOS AIRES
1078,12/2019,30-57196927-7,JN,JN,2040000.0,Comp. Gasoil,30571969277,MORON,BUENOS AIRES
1079,12/2019,30-59033015-5,JN,JN,146000.0,Comp. Gasoil,30590330155,VIEDMA,RIO NEGRO
1080,12/2019,30-62548832-6,JN,JN,4938000.0,Comp. Gasoil,30625488326,,CIUDAD AUTONOMA BUENOS AIRES
1081,12/2019,30-62554374-2,JN,JN,830000.0,Comp. Gasoil,30625543742,CIPOLLETTI,RIO NEGRO
1082,12/2019,30-65080001-6,JN,JN,1520000.0,Comp. Gasoil,30650800016,GUERNICA,BUENOS AIRES
1083,12/2019,30-68784108-1,JN,JN,102000.0,Comp. Gasoil,30687841081,APOSTOLES,MISIONES
1084,12/2019,30-69638589-7,JN,JN,12350000.0,Comp. Gasoil,30696385897,QUILMES OESTE,BUENOS AIRES
1085,12/2019,30-69967283-8,JN,JN,2610000.0,Comp. Gasoil,30699672838,SAN JUSTO,BUENOS AIRES
1086,12/2019,30-70087642-6,JN,JN,3020000.0,Comp. Gasoil,30700876426,,CIUDAD AUTONOMA BUENOS AIRES
